tag,JD,launch_date,launch_year,type,variant,mission,agency,state_code,category,agency_type
1991-024,2448347.13,3/31/91,1991,Proton-K,,Mech-KU No. 305,,SU,O,state
1991-025,2448350.95,4/4/91,1991,Proton-K/DM-2,,Uragan No. 50L,,SU,O,state
1991-029,2448362.81,4/16/91,1991,Kosmos 11K65M,,Parus,,SU,O,state
1991-030,2448370.57,4/24/91,1991,Tsiklon-3,,Meteor-3 No. 6,,SU,O,state
1991-033,2448393.4,5/16/91,1991,Tsiklon-3,,Strela-3,,SU,O,state
1991-034,2448395.04,5/18/91,1991,Soyuz-U2,,Soyuz 7K-STM No. 62,,SU,O,state
1991-035,2448397.88,5/21/91,1991,Soyuz-U-PVB,,Resurs-F2 17F42 No. 6,,SU,O,state
1991-036,2448401.15,5/24/91,1991,Soyuz-U,,Kobal't,,SU,O,state
1991-038,2448406.84,5/30/91,1991,Soyuz-U2,,Progress 7K-TGM No. 207,,SU,O,state
1991-039,2448411.84,6/4/91,1991,Tsiklon-3,,Okean-O1 No. 6/NKhM No.,,SU,O,state
1991-041,2448418.74,6/11/91,1991,Kosmos 11K65M,,Strela-2M,,SU,O,state
1991-042,2448421.15,6/13/91,1991,Tsiklon-3,,Tselina-R,,SU,O,state
1991-043,2448425.88,6/18/91,1991,Molniya 8K78M,ML,Molniya-1T No. 74,,SU,O,state
1991-044,2448435.84,6/28/91,1991,Soyuz-U-PVB,,Resurs-F1 14F43 No. 52,,SU,O,state
1991-046,2448439.41,7/1/91,1991,Proton-K/DM-2,,Gorizont No. 34L,,SU,O,state
1991-048,2448446.9,7/9/91,1991,Soyuz-U-PVB,,Oblik,,SU,O,state
1991-049,2448448.08,7/10/91,1991,Soyuz-U,,Yantar'-4KS1M,,SU,O,state
1991-052,2448460.88,7/23/91,1991,Soyuz-U,,Resurs-F1 14F43 No. 53,,SU,O,state
1991-053,2448470,8/1/91,1991,Molniya 8K78M,ML,Molniya-1T No. 76,,SU,O,state
1991-056,2448483.89,8/15/91,1991,Tsiklon-3,,Meteor-3 No. 5/TOMS,,SU,O,state
1991-057,2448489.45,8/20/91,1991,Soyuz-U2,,Progress 7K-TGM No. 210,,SU,O,state
1991-058,2448489.95,8/21/91,1991,Soyuz-U-PVB,,Resurs-F2 17F42 No. 7,,SU,O,state
1991-059,2448491.02,8/22/91,1991,Kosmos 11K65M,,Parus,,SU,O,state
1991-061,2448497.78,8/29/91,1991,Vostok 8A92M,,IRS-1B,,SU,O,state
1991-064,2448513.24,9/13/91,1991,Proton-K/DM-2,,Oko-S F4,,SU,O,state
1991-065,2448517.33,9/17/91,1991,Molniya 8K78M,ML,Molniya-3 No. 48,,SU,O,state
1991-066,2448519.18,9/19/91,1991,Soyuz-U,,Kobal't,,SU,O,state
1991-068,2448527.8,9/28/91,1991,Tsiklon-3,,Strela-3,,SU,O,state
1991-069,2448531.75,10/2/91,1991,Soyuz-U2,,Soyuz 7K-STM No. 63,,SU,O,state
1991-070,2448534.26,10/4/91,1991,Soyuz-U-PVB,,Foton No. 7L,,SU,O,state
1991-071,2448539.05,10/9/91,1991,Soyuz-U2,,Orlets,,SU,O,state
1991-072,2448540.08,10/10/91,1991,Kosmos 11K65M,,Taifun-1B,,SU,O,state
1991-073,2448546.5,10/17/91,1991,Soyuz-U2,,Progress 7K-TGM No. 211,,SU,O,state
1991-074,2448553.14,10/23/91,1991,Proton-K/DM-2,,Gorizont No. 35L,,SU,O,state
1991-077,2448573.34,11/12/91,1991,Tsiklon-3,,Strela-3,,SU,O,state
1991-078,2448581.3,11/20/91,1991,Soyuz-U,,Kobal't,,SU,O,state
1991-079,2448583.06,11/22/91,1991,Proton-K/DM-2,,Geizer No. 18L,,SU,O,state
1991-081,2448587.65,11/27/91,1991,Kosmos 11K65M,,Parus,,SU,O,state
1991-085,2448607.96,12/17/91,1991,Soyuz-U,,Kometa No. 14,,SU,O,state
1991-086,2448608.66,12/18/91,1991,Tsiklon-3,,AUOS-Z No. 301,,SU,O,state
1991-087,2448609.99,12/19/91,1991,Proton-K/DM-2,,Gran' No. 39L,,SU,O,state
1982-F01,2445033.2,3/4/82,1982,Kosmos 11K65M,,Romb?,,SU,F,state
1982-F02,2445105.1,5/15/82,1982,Soyuz-U,,Zenit-6,,SU,F,state
1982-F03,2445132.88,6/12/82,1982,Soyuz-U,,Zenit-6,,SU,F,state
1982-F04,2445173.42,7/22/82,1982,Proton-K/DM,,Ekran No. 23L,,SU,F,state
1982-F05,2445212.33,8/30/82,1982,Kosmos 11K65M,,Strela-2M,,SU,F,state
1982-F07,2445297.96,11/24/82,1982,Kosmos 11K65M,,Strela-1M,,SU,F,state
1982-F08,2445328,12/24/82,1982,Proton-K/DM,,Gran' No. 22L,,SU,F,state
1983-F01,2445360,1/25/83,1983,Kosmos 11K65M,,Romb,,SU,F,state
1983-F02,2445604.32,9/26/83,1983,Soyuz-U,,Soyuz 7K-ST No. 16L,,SU,F,state
1985-F01,2446168.83,4/13/85,1985,Zenit-2,,EPN No. 03.694 No. 5102,,SU,F,state
1985-F04,2446362.23,10/23/85,1985,Kosmos 11K65M,,Parus,,SU,F,state
1986-F02,2446515.94,3/26/86,1986,Soyuz-U,,Oblik??,,SU,F,state
1986-F06,2446718.73,10/15/86,1986,Tsiklon-3,,Strela-3,,SU,F,state
1986-F07,2446763.83,11/29/86,1986,Proton-K,,Mech-K No. 303,,SU,F,state
1987-F04,2446964.81,6/18/87,1987,Soyuz-U,,Resurs-F1 14F40 No. 105,,SU,F,state
1988-F01,2447178.92,1/18/88,1988,Proton-K/DM-2,,Gorizont No. 25L,,SU,F,state
1988-F02,2447352.06,7/9/88,1988,Soyuz-U,,Terilen,,SU,F,state
1988-F04,2447369.88,7/27/88,1988,Soyuz-U,,Resurs-F1 14F43 No. 30,,SU,F,state
1988-F05,2447476.94,11/11/88,1988,Soyuz-U,,Terilen,,SU,F,state
1989-F01,2447686.92,6/9/89,1989,Tsiklon-3,,Okean-O1 No. 4 (NKhM No.,,SU,F,state
1990-F02,2447985.25,4/3/90,1990,Soyuz-U,,Kobal't No. 527,,SU,F,state
1990-F03,2448076.31,7/3/90,1990,Soyuz-U,,Kobal't No. 531,,SU,F,state
1990-F04,2448113.35,8/9/90,1990,Proton-K/DM-2,,Ekran-M No. 14L,,SU,F,state
1990-F05,2448168.69,10/4/90,1990,Zenit-2,,Tselina-2,,SU,F,state
1991-F02,2448433.06,6/25/91,1991,Kosmos 11K65M,,Romb,,SU,F,state
1991-F03,2448498.87,8/30/91,1991,Zenit-2,,Tselina-2,,SU,F,state
1992-001,2448643.12,1/21/92,1992,Soyuz-U,,Kobal't,RU,RU,O,state
1992-003,2448645.55,1/24/92,1992,Molniya 8K78M,2BL,Oko,RU,RU,O,state
1992-004,2448646.83,1/25/92,1992,Soyuz-U2,,Progress 7K-TGM No. 212,RU,RU,O,state
1992-005,2448651.43,1/29/92,1992,Proton-K/DM-2,,Uragan No. 68L,RU,RU,O,state
1992-008,2448670.42,2/17/92,1992,Kosmos 11K65M,,Parus,RU,RU,O,state
1992-011,2448685.69,3/4/92,1992,Molniya 8K78M,ML,Molniya-1T!No. 75,RU,RU,O,state
1992-012,2448691.44,3/9/92,1992,Kosmos 11K65M,,Tsikada,RU,RU,O,state
1992-014,2448698.95,3/17/92,1992,Soyuz-U2,,Soyuz 7K-STM No. 64,RU,RU,O,state
1992-016,2448714.1,4/1/92,1992,Soyuz-U-PVB,,Kobal't,RU,RU,O,state
1992-017,2448714.58,4/2/92,1992,Proton-K/DM-2,,Gorizont No. 36L,RU,RU,O,state
1992-018,2448721.01,4/8/92,1992,Soyuz-U,,Neman,RU,RU,O,state
1992-020,2448727.8,4/15/92,1992,Kosmos 11K65M,,Parus,RU,RU,O,state
1992-022,2448732.4,4/19/92,1992,Soyuz-U2,,Progress 7K-TGM No. 213,RU,RU,O,state
1992-024,2448741.88,4/29/92,1992,Soyuz-U,,Resurs-F2 17F42 No. 8,RU,RU,O,state
1992-025,2448741.92,4/29/92,1992,Soyuz-U,,Kometa No. 15,RU,RU,O,state
1992-029,2448771.3,5/28/92,1992,Soyuz-U,,Kobal't,RU,RU,O,state
1992-030,2448776.54,6/3/92,1992,Kosmos 11K65M,,Strela-1M,RU,RU,O,state
1992-033,2448796.83,6/23/92,1992,Soyuz-U-PVB,,Resurs-F1 14F43 No. 55,RU,RU,O,state
1992-035,2448804.2,6/30/92,1992,Soyuz-U2,,Progress 7K-TGM No. 214,RU,RU,O,state
1992-036,2448805.34,7/1/92,1992,Kosmos 11K65M,,Parus,RU,RU,O,state
1992-040,2448811.91,7/8/92,1992,Molniya 8K78M-PVB,2BL,Oko,RU,RU,O,state
1992-042,2448817.24,7/13/92,1992,Tsiklon-3,,Strela-3,RU,RU,O,state
1992-043,2448818.42,7/14/92,1992,Proton-K/DM-2,,Gorizont No. 37L,RU,RU,O,state
1992-045,2448828.32,7/24/92,1992,Soyuz-U,,Kobal't,RU,RU,O,state
1992-046,2448830.76,7/27/92,1992,Soyuz-U2,,Soyuz 7K-STM No. 65,RU,RU,O,state
1992-047,2448833.58,7/30/92,1992,Proton-K/DM-2,,Uragan No. 56L,RU,RU,O,state
1992-048,2448833.96,7/30/92,1992,Soyuz-U-PVB,,Oblik,RU,RU,O,state
1992-050,2448841.31,8/6/92,1992,Molniya 8K78M,ML,Molniya-1T!No. 72,RU,RU,O,state
1992-F01,2448658.26,2/5/92,1992,Zenit-2,,Tselina-2,RU,RU,F,state
1958 THE,2436543.74,12/6/58,1958,Juno II,,Pioneer 3,US,US,O,state
1959 NU,2436630.72,3/3/59,1959,Juno II,,Pioneer 4,US,US,O,state
1967-118,2439823.7,11/29/67,1967,SPARTA,,WRESAT,US,US,O,state
1959-F07,2436795.52,8/15/59,1959,Juno II,-3,Beacon,US,US,F,state
1958 ETA,2436487.86,10/11/58,1958,Thor Able I,,Able 2,US,US,O,state
1958 ZET,2436556.46,12/18/58,1958,Atlas B,,SCORE,US,US,O,state
1959 BET,2436628.41,2/28/59,1959,Thor Agena A,,CORONA Test Vehicle 2,US,US,O,state
1959 GAM,2436672.39,4/13/59,1959,Thor Agena A,,CORONA BIO 1,US,US,O,state
1959 DEL,2436788.1,8/7/59,1959,Thor Able III,,NASA S-2,US,US,O,state
1959 EPS,2436794.29,8/13/59,1959,Thor Agena A,,CORONA C-2,US,US,O,state
1959 ZET,2436800.31,8/19/59,1959,Thor Agena A,,CORONA C-3,US,US,O,state
1959 KAP,2436880.35,11/7/59,1959,Thor Agena A,,CORONA C-4,US,US,O,state
1959 LAM,2436893.31,11/20/59,1959,Thor Agena A,,CORONA C-5,US,US,O,state
1960 ALP,2437005.04,3/11/60,1960,Thor Able IV,,P-2,US,US,O,state
1960 BET,2437025.99,4/1/60,1960,Thor Able II,M1,A-1,US,US,O,state
1960 GAM,2437038,4/13/60,1960,Thor Ablestar,,Transit 1B,US,US,O,state
1960 DEL,2437040.35,4/15/60,1960,Thor Agena A,,CORONA C-8,US,US,O,state
1960 ZET,2437079.23,5/24/60,1960,Atlas Agena A,,Midas ETS-I F2,US,US,O,state
1960 ETA,2437107.75,6/22/60,1960,Thor Ablestar,,Transit 2A,US,US,O,state
1960 THE,2437157.36,8/10/60,1960,Thor Agena A,,CORONA Diagnostic 2,US,US,O,state
1960 KAP,2437165.33,8/18/60,1960,Thor Agena A,,CORONA C-9,US,US,O,state
1960 MU,2437191.43,9/13/60,1960,Thor Agena A,,CORONA C-10,US,US,O,state
1960 NU,2437212.24,10/4/60,1960,Thor Ablestar,,Courier 1B,US,US,O,state
1960 OMI,2437251.36,11/12/60,1960,Thor Agena B,,CORONA C'-2,US,US,O,state
1960 SIG,2437276.35,12/7/60,1960,Thor Agena B,,CORONA C'-3,US,US,O,state
1960 TAU,2437289.36,12/20/60,1960,Thor Agena B,,CORONA RM-1,US,US,O,state
1961 ALP,2437331.35,1/31/61,1961,Atlas Agena A,,SAMOS F-1,US,US,O,state
1961 EPS,2437348.35,2/17/61,1961,Thor Agena B,,ARGON 1,US,US,O,state
1961 ZET,2437349.46,2/18/61,1961,Thor Agena B,,CORONA RM-2,US,US,O,state
1961 ETA,2437352.66,2/22/61,1961,Thor Ablestar,,Transit 3B,US,US,O,state
1961 LAM,2437398.31,4/8/61,1961,Thor Agena B,,ARGON 2,US,US,O,state
1961 XI,2437467.46,6/16/61,1961,Thor Agena B,,CORONA C'-5,US,US,O,state
1961 OMI,2437479.68,6/29/61,1961,Thor Ablestar,,Transit 4A,US,US,O,state
1961 PI,2437488.48,7/7/61,1961,Thor Agena B,,CORONA C'-6,US,US,O,state
1961 SIG,2437493.13,7/12/61,1961,Atlas Agena B,,Midas ETS-II F1,US,US,O,state
1961 PHI,2437534.92,8/23/61,1961,Atlas Agena B,,NASA P-32,US,US,O,state
1961 PSI,2437542.33,8/30/61,1961,Thor Agena B,,CORONA C'''-1,US,US,O,state
1961 OME,2437555.33,9/12/61,1961,Thor Agena B,,CORONA C'''-2,US,US,O,state
1961 A ALP,2437556.09,9/13/61,1961,Atlas D,,Mercury SC8A,US,US,O,state
1961 A BET,2437560.38,9/17/61,1961,Thor Agena B,,CORONA C'''-3,US,US,O,state
1961 A GAM,2437586.31,10/13/61,1961,Thor Agena B,,CORONA C'''-4,US,US,O,state
1961 A DEL,2437594.08,10/21/61,1961,Atlas Agena B,,Midas ETS-II F2,US,US,O,state
1961 A EPS,2437609.33,11/5/61,1961,Thor Agena B,,CORONA C'-9,US,US,O,state
1961 A ZET,2437619.39,11/15/61,1961,Thor Agena B,,CORONA C'-10,US,US,O,state
1961 A ETA,2437619.43,11/15/61,1961,Thor Ablestar,,Transit 4B,US,US,O,state
1961 A THE,2437621.84,11/18/61,1961,Atlas Agena B,,NASA P-33,US,US,O,state
1961 A IOT,2437633.13,11/29/61,1961,Atlas D,,Mercury SC9,US,US,O,state
1961 A KAP,2437646.36,12/12/61,1961,Thor Agena B,,CORONA C'''-5,US,US,O,state
1961 A LAM,2437656.3,12/22/61,1961,Atlas Agena B,,Samos E-5,US,US,O,state
1962 ALP,2437691.35,1/26/62,1962,Atlas Agena B,,NASA P-34,US,US,O,state
1962 GAM,2437716.12,2/20/62,1962,Atlas D,,Mercury SC13,US,US,O,state
1962 DEL,2437717.28,2/21/62,1962,Thor Agena B,,Ferret 1,US,US,O,state
1962 EPS,2437723.32,2/27/62,1962,Thor Agena B,,CORONA M-1,US,US,O,state
1962 ETA,2437731.42,3/7/62,1962,Atlas Agena B,,Samos E-5,US,US,O,state
1962 KAP,2437764.13,4/9/62,1962,Atlas Agena B,,Midas ETS-II F3,US,US,O,state
1962 LAM,2437772.54,4/18/62,1962,Thor Agena B,,CORONA M-2,US,US,O,state
1962 MU,2437778.37,4/23/62,1962,Atlas Agena B,,Ranger 4,US,US,O,state
1962 PI,2437781.29,4/26/62,1962,Atlas Agena B,,AFP-201 PVP 851,US,US,O,state
1962 RHO,2437783.52,4/29/62,1962,Thor Agena B,,CORONA M-3,US,US,O,state
1962 SIG,2437800.32,5/15/62,1962,Thor Agena B,,ARGON 5,US,US,O,state
1962 TAU,2437809.03,5/24/62,1962,Atlas D,,Mercury SC18,US,US,O,state
1962 PHI,2437814.54,5/30/62,1962,Thor Agena B,,CORONA M-4,US,US,O,state
1962 CHI,2437817.52,6/2/62,1962,Thor Agena B,,CORONA M-5,US,US,O,state
1962 PSI,2437833.26,6/17/62,1962,Atlas Agena B,,AFP-201 PVP 852,US,US,O,state
1962 OME,2437834.35,6/18/62,1962,Thor Agena B,,Ferret 2,US,US,O,state
1962 A BET,2437838.52,6/23/62,1962,Thor Agena B,,CORONA M-6,US,US,O,state
1962 A GAM,2437843.55,6/28/62,1962,Thor Agena D,,CORONA M-7,US,US,O,state
1962 A ZET,2437864.37,7/18/62,1962,Atlas Agena B,,AFP-201 PVP 853,US,US,O,state
1962 A ETA,2437866.54,7/21/62,1962,Thor Agena B,,CORONA M-8,US,US,O,state
1962 A THE,2437873.52,7/28/62,1962,Thor Agena B,,CORONA M-9,US,US,O,state
1962 A KAP,2437878.51,8/2/62,1962,Thor Agena D,,CORONA M-10,US,US,O,state
1962 A LAM,2437882.25,8/5/62,1962,Atlas Agena B,,AFP-201 PVP 854,US,US,O,state
1962 A RHO,2437903.79,8/27/62,1962,Atlas Agena B,,Mariner R-2,US,US,O,state
1962 A SIG,2437905.54,8/29/62,1962,Thor Agena D,,CORONA M-11,US,US,O,state
1962 A UPS,2437909.36,9/1/62,1962,Thor Agena B,,ARGON 10,US,US,O,state
1962 A CHI,2437925.49,9/17/62,1962,Thor Agena B,,CORONA M-12,US,US,O,state
1962 B BET,2437937.48,9/29/62,1962,Thor Agena D,,CORONA M-13,US,US,O,state
1962 B DEL,2437941.01,10/3/62,1962,Atlas D,,Mercury SC16,US,US,O,state
1962 B EPS,2437947.27,10/9/62,1962,Thor Agena B,,ARGON 9,US,US,O,state
1962 B ETA,2437956.21,10/18/62,1962,Atlas Agena B,,Ranger 5,US,US,O,state
1962 B KAP,2437964.18,10/26/62,1962,Thor Agena D,,CORONA R&D FTV 1401,US,US,O,state
1962 B MU,2437968.84,10/31/62,1962,Thor Ablestar,,ANNA 1B,US,US,O,state
1962 B OMI,2437974.42,11/5/62,1962,Thor Agena B,,CORONA M-14,US,US,O,state
1962 B RHO,2437993.42,11/24/62,1962,Thor Agena B,,CORONA M-15,US,US,O,state
1962 B SIG,2438003.4,12/4/62,1962,Thor Agena D,,CORONA M-16,US,US,O,state
1962 B TAU,2438011.67,12/13/62,1962,Thor Agena D,,POPPY 1 SV1,US,US,O,state
1962 B PHI,2438013.39,12/14/62,1962,Thor Agena D,,CORONA M-17,US,US,O,state
1963-002,2438037.38,1/7/63,1963,Thor Agena D,,CORONA M-18,US,US,O,state
1963-003,2438046.42,1/16/63,1963,Thor Agena B,,Ferret 3,US,US,O,state
1963-007,2438121.46,4/1/63,1963,Thor Agena D,,CORONA M-19,US,US,O,state
1963-015,2438165.04,5/15/63,1963,Atlas D,,Mercury SC20,US,US,O,state
1963-016,2438168.43,5/18/63,1963,Thor SLV-2A Agena D,,LANYARD 2,US,US,O,state
1963-019,2438193.5,6/12/63,1963,Thor SLV-2A Agena D,,CORONA M-21,US,US,O,state
1963-021,2438196.1,6/15/63,1963,Thor Agena D,,SURCAL,US,US,O,state
1963-025,2438207.53,6/27/63,1963,Thor SLV-2A Agena D,,CORONA M-22,US,US,O,state
1963-027,2438210.44,6/29/63,1963,Thor SLV-2A Agena B,,Ferret 4,US,US,O,state
1963-029,2438229.5,7/19/63,1963,Thor Agena D,,CORONA M-23,US,US,O,state
1963-032,2438241.5,7/31/63,1963,Thor SLV-2A Agena D,,LANYARD 3,US,US,O,state
1963-034,2438266.52,8/25/63,1963,Thor SLV-2A Agena D,,CORONA J-1,US,US,O,state
1963-035,2438271.35,8/29/63,1963,Thor SLV-2 Agena D,,ARGON 11,US,US,O,state
1963-037,2438296.46,9/23/63,1963,Thor SLV-2A Agena D,,CORONA J-2,US,US,O,state
1963-038,2438301.35,9/28/63,1963,Thor Ablestar,2,Transit VBN-1,US,US,O,state
1963-039,2438319.61,10/17/63,1963,Atlas Agena D,,Vela 1A,US,US,O,state
1963-042,2438332.39,10/29/63,1963,Thor SLV-2A Agena D,,ARGON 6,US,US,O,state
1963-048,2438361.39,11/27/63,1963,Thor SLV-2 Agena D,,CORONA M-25,US,US,O,state
1963-049,2438369.41,12/5/63,1963,Thor Ablestar,2,Transit VBN-2,US,US,O,state
1963-055,2438385.41,12/21/63,1963,Thor SLV-2A Agena D,,CORONA M-26,US,US,O,state
1964-001,2438406.34,1/11/64,1964,Thor SLV-2A Agena D,,POPPY 3/HAYLOFT,US,US,O,state
1964-002,2438413.96,1/19/64,1964,Thor SLV-2 Agena D,,P35-6,US,US,O,state
1964-004,2438420.08,1/25/64,1964,Thor SLV-2 Agena B,,Echo C,US,US,O,state
1964-007,2438425.16,1/30/64,1964,Atlas Agena B,,RA-6,US,US,O,state
1964-008,2438441.4,2/15/64,1964,Thor SLV-2A Agena D,,CORONA J-5,US,US,O,state
1964-011,2438453.64,2/28/64,1964,Thor SLV-2A Agena D,,Ferret 5,US,US,O,state
1964-022,2438513.47,4/27/64,1964,Thor SLV-2A Agena D,,CORONA J-8,US,US,O,state
1964-027,2438551.46,6/4/64,1964,Thor SLV-2A Agena D,,CORONA J-9,US,US,O,state
1964-030,2438560.16,6/13/64,1964,Thor SLV-2A Agena D,,ARGON 21,US,US,O,state
1964-031,2438564.71,6/18/64,1964,Thor SLV-2 Agena D,,P35-8,US,US,O,state
1964-032,2438566.47,6/19/64,1964,Thor SLV-2A Agena D,,CORONA J-7,US,US,O,state
1964-035,2438579.5,7/2/64,1964,Thor SLV-2A Agena D,,Ferret 6,US,US,O,state
1964-037,2438587.47,7/10/64,1964,Thor SLV-2A Agena D,,CORONA J-10,US,US,O,state
1964-040,2438593.85,7/17/64,1964,Atlas Agena D,,Vela 2A,US,US,O,state
1964-041,2438605.2,7/28/64,1964,Atlas Agena B,,Ranger 7,US,US,O,state
1964-043,2438613.47,8/5/64,1964,Thor SLV-2A Agena D,,CORONA J-12,US,US,O,state
1964-048,2438629.16,8/21/64,1964,Thor SLV-2A Agena D,,ARGON 22,US,US,O,state
1964-052,2438635.83,8/28/64,1964,Thor SLV-2 Agena B,,Nimbus A,US,US,O,state
1964-054,2438643.56,9/5/64,1964,Atlas Agena B,,OGO A,US,US,O,state
1964-056,2438653.45,9/14/64,1964,Thor SLV-2A Agena D,,CORONA J-11,US,US,O,state
1964-061,2438674.41,10/5/64,1964,Thor SLV-2A Agena D,,CORONA J-3,US,US,O,state
1964-063,2438675.21,10/6/64,1964,Thor Ablestar,2,NNS O-1,US,US,O,state
1964-067,2438686.42,10/17/64,1964,Thor SLV-2A Agena D,,CORONA J-13,US,US,O,state
1964-071,2438702.4,11/2/64,1964,Thor SLV-2A Agena D,,CORONA J-15,US,US,O,state
1964-072,2438703.59,11/4/64,1964,Thor SLV-2A Agena D,,Ferret 7,US,US,O,state
1964-073,2438705.31,11/5/64,1964,Atlas Agena D,,Mariner C-2,US,US,O,state
1964-075,2438718.36,11/18/64,1964,Thor SLV-2A Agena D,,CORONA J-16,US,US,O,state
1964-077,2438728.1,11/28/64,1964,Atlas Agena D,,Mariner C-3,US,US,O,state
1964-081,2438740.2,12/10/64,1964,Titan IIIA,,Lead Dummy Payload,US,US,O,state
1964-083,2438742.51,12/13/64,1964,Thor Ablestar,2,APL SN-43,US,US,O,state
1964-085,2438749.38,12/19/64,1964,Thor SLV-2A Agena D,,CORONA J-17,US,US,O,state
1964-087,2438751.3,12/21/64,1964,Thor SLV-2A Agena D,,QUILL,US,US,O,state
1965-002,2438776.38,1/15/65,1965,Thor SLV-2A Agena D,,CORONA J-18,US,US,O,state
1965-102,2439104.38,12/9/65,1965,Thor SLV-2A Agena D,,CORONA JX-27,US,US,O,state
1965-008,2438803.14,2/11/65,1965,Titan IIIA,,Payload Truss,US,US,O,state
1965-010,2438809.21,2/17/65,1965,Atlas Agena B,,RA-8,US,US,O,state
1965-110,2439119.38,12/24/65,1965,Thor SLV-2A Agena D,,CORONA J-26,US,US,O,state
1965-013,2438817.41,2/25/65,1965,Thor SLV-2A Agena D,,CORONA J-14,US,US,O,state
1965-016,2438829.27,3/9/65,1965,Thor SLV-2 Agena D,,Secor Type II S/N 1,US,US,O,state
1965-017,2438831.07,3/11/65,1965,Thor Ablestar,2,Secor Type II S/N 3,US,US,O,state
1965-023,2438841.4,3/21/65,1965,Atlas Agena B,,RA-9,US,US,O,state
1965-026,2438845.38,3/25/65,1965,Thor SLV-2A Agena D,,CORONA J-19,US,US,O,state
1965-033,2438880.41,4/29/65,1965,Thor SLV-2A Agena D,,CORONA J-4,US,US,O,state
1965-034,2438887.13,5/6/65,1965,Titan IIIA,,,US,US,O,state
1965-037,2438899.25,5/18/65,1965,Thor SLV-2A Agena D,,CORONA J-21,US,US,O,state
1965-045,2438921.42,6/9/65,1965,Thor SLV-2A Agena D,,CORONA J-20,US,US,O,state
1965-047,2438930.08,6/18/65,1965,Titan IIIC,,Lead Ballast,US,US,O,state
1965-048,2438936.44,6/24/65,1965,Thor Ablestar,2,NNS O-4,US,US,O,state
1965-055,2438958.75,7/17/65,1965,Thor SLV-2A Agena D,,Ferret 8,US,US,O,state
1965-057,2438961.42,7/19/65,1965,Thor SLV-2A Agena D,,CORONA J-22,US,US,O,state
1965-058,2438961.85,7/20/65,1965,Atlas Agena D,,Vela 3A,US,US,O,state
1965-065,2438986.42,8/13/65,1965,Thor Ablestar,2,Dodecapole 2,US,US,O,state
1965-067,2438990.37,8/17/65,1965,Thor SLV-2A Agena D,,CORONA J-23,US,US,O,state
1965-074,2439026.4,9/22/65,1965,Thor SLV-2A Agena D,,CORONA J-24,US,US,O,state
1965-079,2439039.24,10/5/65,1965,Thor SLV-2A Agena D,,CORONA JX-28,US,US,O,state
1965-081,2439048.05,10/14/65,1965,Thor SLV-2A Agena D,,OGO C,US,US,O,state
1965-082,2439049.22,10/15/65,1965,Titan IIIC,,LCS 2,US,US,O,state
1965-086,2439062.39,10/28/65,1965,Thor SLV-2A Agena D,,CORONA J-25,US,US,O,state
1965-098,2439093.7,11/29/65,1965,Thor SLV-2 Agena B,,Alouette 2,US,US,O,state
1966-100,2439436.47,11/6/66,1966,Atlas SLV-3 Agena D,,Lunar Orbiter B,US,US,O,state
1966-102,2439438.33,11/8/66,1966,Thorad SLV-2G Agena D,,CORONA J-38,US,US,O,state
1966-103,2439441.3,11/11/66,1966,Atlas SLV-3 Agena D,,TDA 7A,US,US,O,state
1966-007,2439159.4,2/2/66,1966,Thor SLV-2A Agena D,,CORONA J-27,US,US,O,state
1966-009,2439166.32,2/9/66,1966,Thor SLV-2A Agena D,,Ferret 9,US,US,O,state
1966-110,2439466.59,12/7/66,1966,Atlas SLV-3 Agena D,,ATS B,US,US,O,state
1966-018,2439194.42,3/9/66,1966,Thor SLV-2A Agena D,,CORONA J-29,US,US,O,state
1966-118,2439489,12/29/66,1966,Thor SLV-2A Agena D,,MULTIGROUP 1,US,US,O,state
1966-019,2439201.13,3/16/66,1966,Atlas SLV-3 Agena D,,TDA 3,US,US,O,state
1966-029,2439223.42,4/7/66,1966,Thor SLV-2A Agena D,,CORONA J-30,US,US,O,state
1966-031,2439224.32,4/8/66,1966,Atlas SLV-3 Agena D,,OAO A1,US,US,O,state
1966-040,2439260.83,5/15/66,1966,Thor SLV-2A Agena B,,Nimbus C,US,US,O,state
1966-042,2439269.58,5/24/66,1966,Thor SLV-2A Agena D,,CORONA J-33,US,US,O,state
1966-046,2439278.13,6/1/66,1966,Atlas SLV-3,,TDA 4,US,US,O,state
1966-049,2439283.62,6/7/66,1966,Atlas SLV-3 Agena B,,OGO B,US,US,O,state
1966-053,2439293.08,6/16/66,1966,Titan IIIC,,GGTS,US,US,O,state
1966-055,2439298.4,6/21/66,1966,Thor SLV-2A Agena D,,CORONA J-31,US,US,O,state
1966-056,2439300.51,6/24/66,1966,Thor SLV-2A Agena D,,Pageos A,US,US,O,state
1966-065,2439325.36,7/18/66,1966,Atlas SLV-3 Agena D,,TDA 1A,US,US,O,state
1966-072,2439347.37,8/9/66,1966,Thorad SLV-2G Agena D,,CORONA J-32,US,US,O,state
1966-080,2439381.05,9/12/66,1966,Atlas SLV-3 Agena D,,TDA 6,US,US,O,state
1966-085,2439389.38,9/20/66,1966,Thor SLV-2A Agena D,,CORONA J-36,US,US,O,state
1966-086,2439397.3,9/28/66,1966,Titan IIIB,,GAMBIT-3 Mission 4302,US,US,O,state
1966-099,2439433.08,11/3/66,1966,Titan IIIC,,OV4-3,US,US,O,state
